invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,total_sales
I116778,C207255,Female,69,Clothing,1,300.08,Debit Card,2021-05-19,300.08
I246696,C193699,Female,38,Clothing,5,1500.4,Credit Card,2023-01-07,7502.0
I333471,C440740,Female,30,Clothing,3,900.24,Cash,2021-04-11,2700.7200000000003
I207383,C225602,Male,44,Food & Beverage,2,10.46,Cash,2021-12-16,20.92
I169211,C263498,Female,53,Toys,2,71.68,Debit Card,2023-01-09,143.36
I251530,C265304,Female,37,Clothing,5,1500.4,Credit Card,2021-09-02,7502.0
I125787,C107060,Male,23,Cosmetics,5,203.3,Cash,2022-01-11,1016.5
I314095,C161464,Female,20,Technology,3,3150.0,Cash,2022-03-18,9450.0
I967090,C128792,Male,47,Clothing,3,900.24,Cash,2021-06-26,2700.7200000000003
I247432,C107228,Male,44,Clothing,1,300.08,Credit Card,2021-11-23,300.08
I108093,C105511,Female,65,Shoes,2,1200.34,Credit Card,2021-11-16,2400.68
I476584,C111791,Female,52,Clothing,5,1500.4,Cash,2022-04-30,7502.0
I506575,C274549,Male,39,Clothing,3,900.24,Credit Card,2021-01-30,2700.7200000000003
I140446,C246740,Female,66,Cosmetics,5,203.3,Credit Card,2021-09-02,1016.5
I306447,C740490,Female,21,Clothing,3,900.24,Credit Card,2022-01-09,2700.7200000000003
I135563,C329660,Female,61,Food & Beverage,2,10.46,Credit Card,2022-09-28,20.92
I192956,C292149,Female,48,Cosmetics,3,121.98,Cash,2022-07-05,365.94
I233076,C216607,Male,47,Clothing,2,600.16,Debit Card,2021-02-02,1200.32
I271819,C309592,Male,54,Clothing,2,600.16,Credit Card,2021-06-21,1200.32
I163640,C180338,Male,25,Clothing,4,1200.32,Cash,2022-06-25,4801.28
I305874,C232940,Female,55,Shoes,5,3000.85,Cash,2022-01-18,15004.25
I301700,C136488,Female,56,Cosmetics,5,203.3,Cash,2022-01-04,1016.5
I206258,C177989,Female,52,Clothing,2,600.16,Debit Card,2021-01-30,1200.32
I193378,C280100,Male,24,Clothing,5,1500.4,Credit Card,2022-03-14,7502.0
I201037,C556749,Male,58,Clothing,5,1500.4,Debit Card,2022-11-12,7502.0
I514350,C212034,Female,34,Clothing,1,300.08,Cash,2022-09-05,300.08
I718864,C205623,Female,23,Clothing,3,900.24,Cash,2023-02-03,2700.7200000000003
I180653,C269351,Male,36,Clothing,1,300.08,Cash,2021-05-01,300.08
I777561,C451213,Male,47,Clothing,2,600.16,Credit Card,2021-06-07,1200.32
I190141,C774345,Female,31,Cosmetics,3,121.98,Credit Card,2022-09-03,365.94
I120831,C504066,Male,41,Food & Beverage,1,5.23,Debit Card,2022-01-15,5.23
I106008,C228755,Female,46,Toys,2,71.68,Debit Card,2021-05-15,143.36
I217116,C100130,Female,42,Shoes,3,1800.51,Cash,2023-02-08,5401.53
I249032,C199995,Male,55,Technology,4,4200.0,Credit Card,2022-12-25,16800.0
I255108,C216040,Female,27,Clothing,2,600.16,Credit Card,2023-01-09,1200.32
I156346,C210112,Female,32,Food & Beverage,4,20.92,Credit Card,2022-06-30,83.68
I689738,C227900,Female,29,Clothing,2,600.16,Debit Card,2022-02-06,1200.32
I190402,C180500,Female,23,Cosmetics,1,40.66,Credit Card,2021-09-08,40.66
I710985,C518102,Female,37,Shoes,2,1200.34,Cash,2021-11-26,2400.68
I684363,C303927,Male,50,Clothing,1,300.08,Debit Card,2021-09-04,300.08
I314508,C198452,Female,55,Toys,5,179.2,Credit Card,2022-05-06,896.0
I179345,C130009,Female,26,Clothing,5,1500.4,Debit Card,2023-02-15,7502.0
I333603,C304780,Female,30,Souvenir,5,58.65,Debit Card,2021-04-28,293.25
I800722,C323357,Male,21,Clothing,4,1200.32,Cash,2022-01-24,4801.28
I381693,C179277,Female,20,Souvenir,3,35.19,Cash,2021-08-03,105.57
I109122,C249466,Male,51,Clothing,3,900.24,Credit Card,2023-02-05,2700.7200000000003
I260604,C314494,Male,55,Food & Beverage,4,20.92,Cash,2021-09-29,83.68
I201116,C331904,Female,48,Clothing,2,600.16,Credit Card,2022-02-01,1200.32
I333244,C149451,Male,47,Souvenir,4,46.92,Debit Card,2021-08-06,187.68
I206332,C452261,Female,33,Food & Beverage,4,20.92,Cash,2021-11-06,83.68
I751425,C223457,Male,23,Shoes,4,2400.68,Credit Card,2022-05-29,9602.72
I213263,C973848,Female,66,Cosmetics,5,203.3,Cash,2022-04-11,1016.5
I195295,C246583,Female,67,Toys,4,143.36,Cash,2021-07-08,573.44
I285011,C254792,Female,34,Clothing,4,1200.32,Debit Card,2023-03-02,4801.28
I874221,C200587,Female,49,Clothing,4,1200.32,Cash,2021-09-28,4801.28
I240432,C217841,Female,60,Food & Beverage,5,26.15,Cash,2023-02-22,130.75
I182997,C225027,Male,31,Souvenir,5,58.65,Debit Card,2021-06-04,293.25
I251288,C176664,Female,58,Shoes,5,3000.85,Cash,2022-01-24,15004.25
I114591,C256125,Female,46,Technology,4,4200.0,Debit Card,2022-06-22,16800.0
I122155,C196060,Female,29,Technology,1,1050.0,Credit Card,2021-04-11,1050.0
I229150,C110072,Male,40,Shoes,3,1800.51,Credit Card,2021-09-10,5401.53
I294642,C248351,Female,42,Clothing,4,1200.32,Cash,2021-08-30,4801.28
I109876,C255525,Female,61,Cosmetics,3,121.98,Debit Card,2022-10-30,365.94
I660407,C707914,Female,48,Clothing,5,1500.4,Credit Card,2022-05-31,7502.0
I268504,C950963,Male,30,Clothing,5,1500.4,Credit Card,2022-03-15,7502.0
I303312,C838470,Male,24,Cosmetics,4,162.64,Credit Card,2021-10-28,650.56
I223040,C294784,Male,64,Clothing,3,900.24,Cash,2022-06-02,2700.7200000000003
I150335,C270955,Female,26,Clothing,4,1200.32,Cash,2022-12-25,4801.28
I173991,C525618,Male,23,Clothing,3,900.24,Cash,2022-06-15,2700.7200000000003
I715060,C300228,Female,28,Clothing,2,600.16,Cash,2021-11-18,1200.32
I320104,C249899,Male,57,Shoes,1,600.17,Debit Card,2023-01-20,600.17
I134541,C225865,Male,18,Clothing,1,300.08,Credit Card,2023-02-10,300.08
I935042,C302569,Male,47,Clothing,4,1200.32,Cash,2021-09-02,4801.28
I751532,C321051,Female,37,Clothing,3,900.24,Credit Card,2023-02-17,2700.7200000000003
I169551,C186258,Female,37,Souvenir,1,11.73,Cash,2022-07-05,11.73
I169916,C295112,Female,56,Clothing,3,900.24,Debit Card,2021-04-12,2700.7200000000003
I199597,C869808,Male,45,Books,4,60.6,Credit Card,2021-12-17,242.4
I208543,C265124,Female,38,Cosmetics,3,121.98,Debit Card,2021-12-07,365.94
I753765,C236310,Female,67,Clothing,3,900.24,Credit Card,2023-01-13,2700.7200000000003
I261423,C266838,Female,69,Souvenir,3,35.19,Cash,2022-10-23,105.57
I246965,C338631,Female,64,Cosmetics,4,162.64,Debit Card,2021-12-08,650.56
I628074,C270656,Male,58,Clothing,3,900.24,Credit Card,2022-10-29,2700.7200000000003
I234791,C847946,Male,43,Clothing,5,1500.4,Debit Card,2022-09-14,7502.0
I301859,C737950,Male,63,Books,3,45.45,Cash,2023-02-14,136.35000000000002
I236243,C482283,Male,58,Books,5,75.75,Credit Card,2021-12-06,378.75
I134411,C404528,Female,20,Clothing,1,300.08,Cash,2021-10-20,300.08
I190048,C146613,Female,50,Clothing,3,900.24,Credit Card,2022-09-28,2700.7200000000003
I847719,C107188,Male,39,Books,2,30.3,Credit Card,2021-05-20,60.6
I637227,C743428,Female,59,Clothing,2,600.16,Cash,2021-01-26,1200.32
I181813,C123493,Female,40,Food & Beverage,2,10.46,Credit Card,2021-12-29,20.92
I185455,C994449,Female,20,Food & Beverage,1,5.23,Credit Card,2022-12-31,5.23
I178553,C142063,Male,62,Souvenir,1,11.73,Cash,2021-05-07,11.73
I797080,C108327,Female,69,Food & Beverage,5,26.15,Cash,2022-05-30,130.75
I240301,C351074,Male,36,Clothing,4,1200.32,Credit Card,2021-10-28,4801.28
I937706,C165140,Female,20,Clothing,3,900.24,Cash,2022-01-09,2700.7200000000003
I306604,C826074,Female,47,Cosmetics,4,162.64,Cash,2022-03-28,650.56
I428704,C151529,Male,43,Clothing,1,300.08,Cash,2022-08-21,300.08
I243916,C149760,Female,41,Shoes,5,3000.85,Debit Card,2022-04-19,15004.25
I160064,C626757,Female,62,Shoes,3,1800.51,Credit Card,2022-08-15,5401.53
I119154,C330627,Male,58,Technology,5,5250.0,Cash,2021-04-15,26250.0
I273979,C100401,Female,35,Clothing,5,1500.4,Credit Card,2022-09-22,7502.0
I565469,C332541,Female,36,Shoes,5,3000.85,Cash,2022-04-14,15004.25
I110960,C882678,Female,49,Clothing,2,600.16,Cash,2022-05-10,1200.32
I303878,C182755,Male,54,Technology,4,4200.0,Credit Card,2023-02-20,16800.0
I253606,C187315,Female,63,Cosmetics,2,81.32,Debit Card,2021-10-23,162.64
I232675,C129532,Female,32,Clothing,2,600.16,Credit Card,2023-02-13,1200.32
I177245,C477949,Female,37,Shoes,4,2400.68,Cash,2022-03-28,9602.72
I482113,C733505,Female,19,Clothing,1,300.08,Cash,2021-04-02,300.08
I678309,C235621,Female,28,Clothing,3,900.24,Credit Card,2021-12-18,2700.7200000000003
I997013,C170521,Male,51,Clothing,5,1500.4,Credit Card,2021-04-08,7502.0
I113775,C268772,Male,57,Clothing,2,600.16,Debit Card,2021-11-21,1200.32
I133288,C261092,Male,63,Food & Beverage,1,5.23,Cash,2021-11-28,5.23
I327084,C125815,Male,21,Souvenir,5,58.65,Cash,2022-05-08,293.25
I319890,C135212,Female,28,Food & Beverage,5,26.15,Cash,2022-10-16,130.75
I294529,C841103,Female,49,Cosmetics,1,40.66,Debit Card,2021-07-26,40.66
I232628,C129573,Female,60,Clothing,2,600.16,Credit Card,2021-03-19,1200.32
I986883,C129168,Male,51,Cosmetics,4,162.64,Cash,2021-11-02,650.56
I316762,C937282,Female,67,Toys,1,35.84,Cash,2021-09-16,35.84
I125975,C255841,Female,27,Clothing,1,300.08,Cash,2022-04-21,300.08
I350135,C228475,Female,24,Technology,2,2100.0,Cash,2022-02-27,4200.0
I185400,C362068,Male,29,Food & Beverage,2,10.46,Cash,2022-11-19,20.92
I665159,C613676,Female,25,Shoes,2,1200.34,Cash,2021-03-29,2400.68
I344098,C889478,Male,44,Food & Beverage,2,10.46,Cash,2022-01-24,20.92
I250276,C169835,Male,30,Shoes,5,3000.85,Credit Card,2022-01-23,15004.25
I260119,C528001,Female,34,Shoes,5,3000.85,Credit Card,2022-12-06,15004.25
I162339,C208846,Female,61,Clothing,1,300.08,Cash,2023-02-20,300.08
I334943,C311644,Male,27,Clothing,1,300.08,Credit Card,2022-05-20,300.08
I287390,C312618,Female,45,Shoes,3,1800.51,Credit Card,2022-07-21,5401.53
I556908,C134038,Male,61,Clothing,4,1200.32,Credit Card,2022-06-25,4801.28
I138353,C216009,Female,38,Technology,1,1050.0,Cash,2022-07-10,1050.0
I120679,C162906,Female,67,Clothing,5,1500.4,Credit Card,2021-11-14,7502.0
I288304,C326164,Female,49,Clothing,3,900.24,Cash,2022-11-26,2700.7200000000003
I200960,C309210,Female,36,Food & Beverage,4,20.92,Cash,2022-11-27,83.68
I418641,C995642,Female,38,Shoes,2,1200.34,Cash,2021-09-06,2400.68
I341724,C134967,Male,42,Clothing,2,600.16,Cash,2021-04-08,1200.32
I315413,C958569,Female,59,Shoes,5,3000.85,Cash,2022-01-05,15004.25
I108602,C295944,Female,47,Clothing,2,600.16,Credit Card,2022-07-05,1200.32
I338439,C142155,Female,31,Cosmetics,4,162.64,Cash,2021-01-15,650.56
I185022,C196333,Male,18,Clothing,5,1500.4,Credit Card,2022-06-27,7502.0
I331713,C178413,Female,57,Cosmetics,4,162.64,Credit Card,2021-04-08,650.56
I118269,C144952,Male,63,Shoes,2,1200.34,Cash,2021-11-01,2400.68
I166370,C301732,Male,24,Food & Beverage,1,5.23,Cash,2022-05-04,5.23
I169367,C132973,Female,20,Clothing,5,1500.4,Cash,2021-12-19,7502.0
I275694,C160686,Female,18,Technology,5,5250.0,Cash,2021-09-16,26250.0
I188166,C969461,Female,36,Books,3,45.45,Debit Card,2022-04-20,136.35000000000002
I251207,C255137,Male,18,Clothing,5,1500.4,Cash,2021-04-22,7502.0
I210596,C139765,Male,45,Food & Beverage,3,15.69,Cash,2022-08-31,47.07
I284823,C227813,Male,41,Shoes,4,2400.68,Cash,2022-01-07,9602.72
I232509,C293384,Male,30,Clothing,2,600.16,Debit Card,2021-07-30,1200.32
I242203,C236515,Male,35,Toys,5,179.2,Debit Card,2022-03-26,896.0
I704223,C264271,Male,50,Cosmetics,5,203.3,Cash,2022-06-06,1016.5
I286920,C313435,Female,23,Clothing,4,1200.32,Credit Card,2021-08-18,4801.28
I884592,C238774,Female,57,Shoes,3,1800.51,Cash,2021-06-23,5401.53
I337164,C774072,Female,20,Shoes,2,1200.34,Cash,2021-06-14,2400.68
I335209,C166504,Female,24,Shoes,3,1800.51,Debit Card,2021-04-21,5401.53
I311228,C978005,Female,67,Food & Beverage,2,10.46,Credit Card,2022-12-23,20.92
I535571,C136417,Male,39,Technology,3,3150.0,Credit Card,2021-11-15,9450.0
I502295,C979974,Male,44,Clothing,4,1200.32,Cash,2022-04-01,4801.28
I185713,C307541,Female,25,Shoes,2,1200.34,Credit Card,2022-10-25,2400.68
I193539,C324522,Male,28,Food & Beverage,2,10.46,Debit Card,2021-04-12,20.92
I239818,C536949,Male,61,Toys,3,107.52,Debit Card,2022-06-06,322.56
I228272,C193828,Female,26,Clothing,3,900.24,Cash,2022-10-14,2700.7200000000003
I109558,C280360,Female,54,Books,3,45.45,Credit Card,2022-07-11,136.35000000000002
I118332,C163146,Male,41,Cosmetics,3,121.98,Cash,2021-11-27,365.94
I131589,C243269,Male,42,Shoes,3,1800.51,Cash,2022-04-19,5401.53
I333213,C190635,Female,57,Toys,4,143.36,Cash,2022-11-20,573.44
I652979,C188215,Female,40,Food & Beverage,2,10.46,Debit Card,2021-02-16,20.92
I153071,C238404,Female,45,Clothing,4,1200.32,Credit Card,2021-05-18,4801.28
I725637,C324254,Female,38,Toys,1,35.84,Cash,2022-09-28,35.84
I234563,C222154,Male,30,Toys,4,143.36,Cash,2021-01-08,573.44
I292214,C102123,Female,25,Souvenir,2,23.46,Cash,2021-10-17,46.92
I687133,C637201,Male,25,Clothing,1,300.08,Debit Card,2021-05-09,300.08
I866895,C441286,Female,56,Food & Beverage,5,26.15,Cash,2021-07-21,130.75
I335590,C130102,Male,33,Souvenir,5,58.65,Credit Card,2021-02-14,293.25
I265256,C156043,Male,69,Toys,4,143.36,Cash,2021-11-16,573.44
I877331,C141756,Female,37,Shoes,5,3000.85,Credit Card,2021-12-04,15004.25
I186485,C232017,Female,21,Shoes,5,3000.85,Debit Card,2022-11-05,15004.25
I332967,C595848,Male,40,Cosmetics,1,40.66,Credit Card,2021-01-07,40.66
I188098,C174186,Female,20,Shoes,5,3000.85,Credit Card,2022-06-25,15004.25
I118470,C266613,Female,68,Shoes,1,600.17,Cash,2021-05-31,600.17
I106711,C121316,Female,41,Clothing,1,300.08,Cash,2022-01-31,300.08
I976025,C117418,Male,66,Technology,3,3150.0,Credit Card,2023-02-27,9450.0
I218488,C283805,Female,24,Clothing,1,300.08,Debit Card,2021-12-27,300.08
I113909,C303970,Female,56,Toys,1,35.84,Debit Card,2022-02-06,35.84
I200574,C225869,Female,18,Clothing,4,1200.32,Cash,2022-09-06,4801.28
I104318,C429080,Female,36,Shoes,4,2400.68,Cash,2022-08-03,9602.72
I522888,C101908,Female,41,Souvenir,2,23.46,Debit Card,2022-01-22,46.92
I213784,C201476,Female,65,Cosmetics,5,203.3,Cash,2021-10-08,1016.5
I175077,C235042,Female,61,Souvenir,1,11.73,Cash,2021-10-23,11.73
I267843,C318629,Male,66,Shoes,4,2400.68,Cash,2022-06-19,9602.72
I514413,C525355,Female,37,Clothing,3,900.24,Cash,2021-12-19,2700.7200000000003
I228514,C312634,Female,38,Technology,3,3150.0,Cash,2023-02-02,9450.0
I240389,C156491,Female,25,Clothing,4,1200.32,Credit Card,2021-12-13,4801.28
I332178,C286524,Male,25,Cosmetics,4,162.64,Credit Card,2023-03-02,650.56
I360133,C284288,Female,46,Clothing,3,900.24,Credit Card,2021-03-31,2700.7200000000003
I770405,C309354,Male,30,Clothing,4,1200.32,Debit Card,2021-01-20,4801.28
I854337,C231630,Male,68,Cosmetics,3,121.98,Cash,2021-06-26,365.94
I970370,C288805,Female,64,Cosmetics,2,81.32,Debit Card,2022-01-05,162.64
I274093,C327337,Female,69,Toys,2,71.68,Debit Card,2021-08-12,143.36
I316294,C307164,Female,68,Clothing,5,1500.4,Debit Card,2022-09-15,7502.0
I203887,C252324,Female,37,Clothing,4,1200.32,Credit Card,2022-12-10,4801.28
I200723,C177383,Male,65,Food & Beverage,4,20.92,Debit Card,2021-12-20,83.68
I313440,C251832,Female,45,Clothing,1,300.08,Cash,2021-11-14,300.08
I135570,C194567,Female,52,Souvenir,1,11.73,Cash,2021-11-12,11.73
I187681,C157590,Female,55,Clothing,3,900.24,Cash,2021-02-15,2700.7200000000003
I996795,C450978,Female,64,Food & Beverage,1,5.23,Credit Card,2021-07-10,5.23
I220661,C244970,Male,31,Clothing,2,600.16,Cash,2021-03-06,1200.32
I525079,C148583,Female,26,Clothing,5,1500.4,Credit Card,2022-04-20,7502.0
I108654,C147999,Female,32,Cosmetics,3,121.98,Debit Card,2021-10-22,365.94
I958200,C233107,Female,45,Food & Beverage,1,5.23,Cash,2021-02-10,5.23
I312802,C263762,Female,34,Books,3,45.45,Credit Card,2022-12-30,136.35000000000002
I279661,C645714,Female,42,Shoes,4,2400.68,Cash,2022-11-26,9602.72
I326020,C968613,Male,21,Food & Beverage,2,10.46,Debit Card,2022-05-07,20.92
I399521,C419965,Male,66,Clothing,3,900.24,Credit Card,2021-10-28,2700.7200000000003
I297740,C206694,Female,30,Food & Beverage,4,20.92,Cash,2022-12-10,83.68
I529256,C158996,Male,31,Clothing,1,300.08,Debit Card,2021-04-02,300.08
I505881,C482537,Male,51,Clothing,3,900.24,Cash,2022-04-26,2700.7200000000003
I515830,C103424,Female,52,Toys,5,179.2,Credit Card,2022-10-12,896.0
I312107,C163699,Male,22,Food & Beverage,3,15.69,Cash,2023-02-12,47.07
I260377,C512716,Male,51,Clothing,5,1500.4,Cash,2022-07-20,7502.0
I157122,C318726,Female,68,Cosmetics,2,81.32,Cash,2021-09-10,162.64
I156126,C127346,Female,49,Shoes,5,3000.85,Cash,2021-07-22,15004.25
I769320,C144866,Male,33,Cosmetics,1,40.66,Cash,2022-01-28,40.66
I233825,C212231,Female,39,Cosmetics,4,162.64,Debit Card,2023-02-12,650.56
I334983,C279170,Female,53,Toys,4,143.36,Cash,2022-04-23,573.44
I133574,C358254,Male,28,Food & Beverage,5,26.15,Credit Card,2022-05-31,130.75
I295863,C275041,Female,63,Cosmetics,5,203.3,Cash,2021-01-27,1016.5
I222532,C276145,Male,29,Clothing,4,1200.32,Cash,2022-01-19,4801.28
I316576,C659205,Female,50,Clothing,2,600.16,Credit Card,2022-01-12,1200.32
I313895,C473901,Female,25,Shoes,3,1800.51,Credit Card,2021-12-04,5401.53
I177668,C147079,Female,19,Souvenir,2,23.46,Cash,2021-01-02,46.92
I857852,C474149,Male,40,Technology,1,1050.0,Cash,2021-09-03,1050.0
I232480,C218825,Female,47,Clothing,5,1500.4,Credit Card,2021-06-29,7502.0
I614838,C299400,Female,65,Cosmetics,4,162.64,Cash,2022-08-10,650.56
I286357,C996239,Male,35,Clothing,4,1200.32,Cash,2022-04-15,4801.28
I333660,C676434,Male,50,Clothing,5,1500.4,Credit Card,2022-02-22,7502.0
I283205,C255597,Male,58,Cosmetics,3,121.98,Debit Card,2021-07-30,365.94
I908117,C425002,Female,37,Food & Beverage,3,15.69,Debit Card,2021-01-27,47.07
I313967,C120412,Male,51,Food & Beverage,4,20.92,Credit Card,2022-11-28,83.68
I709653,C551904,Female,36,Clothing,1,300.08,Cash,2021-03-10,300.08
I385697,C260522,Male,65,Books,2,30.3,Credit Card,2022-06-23,60.6
I156185,C191719,Female,33,Toys,4,143.36,Cash,2022-02-11,573.44
I563472,C247286,Male,57,Clothing,4,1200.32,Cash,2022-03-01,4801.28
I166728,C146752,Male,65,Food & Beverage,1,5.23,Credit Card,2022-04-04,5.23
I944129,C270659,Female,27,Clothing,2,600.16,Debit Card,2022-04-12,1200.32
I250829,C888104,Male,27,Cosmetics,5,203.3,Credit Card,2022-08-26,1016.5
I130645,C334790,Female,28,Clothing,4,1200.32,Credit Card,2021-05-18,4801.28
I191381,C175877,Female,50,Books,2,30.3,Cash,2021-05-01,60.6
I144937,C201375,Male,21,Toys,2,71.68,Credit Card,2021-08-01,143.36
I301041,C105510,Female,57,Cosmetics,5,203.3,Cash,2023-02-15,1016.5
I283706,C130868,Male,36,Books,1,15.15,Credit Card,2021-01-25,15.15
I322319,C338502,Male,51,Cosmetics,4,162.64,Cash,2021-06-05,650.56
I236853,C123615,Male,65,Toys,4,143.36,Debit Card,2022-04-05,573.44
I103033,C960822,Female,38,Technology,2,2100.0,Debit Card,2021-09-14,4200.0
I608202,C297894,Male,45,Cosmetics,5,203.3,Credit Card,2021-04-09,1016.5
I260879,C340166,Female,19,Food & Beverage,4,20.92,Credit Card,2021-10-03,83.68
I154777,C240566,Female,35,Clothing,1,300.08,Debit Card,2021-06-12,300.08
I162423,C119020,Male,44,Clothing,5,1500.4,Credit Card,2022-04-27,7502.0
I504240,C291578,Male,60,Toys,2,71.68,Cash,2022-09-07,143.36
I287863,C419049,Female,44,Food & Beverage,5,26.15,Credit Card,2021-10-07,130.75
I113942,C146973,Male,61,Cosmetics,3,121.98,Credit Card,2022-02-16,365.94
I306412,C318761,Male,48,Food & Beverage,4,20.92,Cash,2022-11-12,83.68
I191595,C130079,Female,42,Shoes,1,600.17,Debit Card,2021-04-12,600.17
I117354,C744373,Female,67,Cosmetics,4,162.64,Credit Card,2021-10-26,650.56
I209236,C714332,Female,58,Food & Beverage,3,15.69,Credit Card,2023-02-15,47.07
I261043,C719588,Male,51,Toys,4,143.36,Cash,2023-03-04,573.44
I595683,C990630,Male,40,Books,3,45.45,Cash,2021-10-16,136.35000000000002
I349902,C139854,Female,65,Food & Beverage,4,20.92,Debit Card,2022-08-21,83.68
I328582,C425336,Female,30,Food & Beverage,1,5.23,Credit Card,2022-11-06,5.23
I915235,C103758,Male,23,Toys,4,143.36,Debit Card,2021-11-23,573.44
I173745,C291292,Female,66,Cosmetics,1,40.66,Cash,2022-08-20,40.66
I173540,C173659,Female,54,Toys,2,71.68,Cash,2022-09-28,143.36
I501694,C212576,Female,34,Clothing,5,1500.4,Credit Card,2021-08-08,7502.0
I225787,C189866,Female,50,Souvenir,2,23.46,Cash,2022-07-31,46.92
I243848,C219488,Male,48,Food & Beverage,3,15.69,Credit Card,2021-04-13,47.07
I230691,C523695,Female,33,Toys,5,179.2,Debit Card,2021-03-20,896.0
I311693,C218685,Female,20,Clothing,3,900.24,Cash,2021-01-09,2700.7200000000003
I350056,C202638,Female,63,Cosmetics,2,81.32,Debit Card,2021-01-23,162.64
I205989,C209181,Female,55,Books,5,75.75,Credit Card,2022-12-31,378.75
I112428,C279242,Female,66,Food & Beverage,2,10.46,Debit Card,2021-03-29,20.92
I339109,C311906,Male,63,Toys,4,143.36,Credit Card,2023-01-02,573.44
I137298,C278849,Male,62,Clothing,4,1200.32,Cash,2022-05-10,4801.28
I208682,C211236,Female,64,Toys,3,107.52,Debit Card,2021-05-29,322.56
I926049,C470734,Male,39,Souvenir,3,35.19,Credit Card,2022-12-20,105.57
I172792,C601192,Female,38,Food & Beverage,5,26.15,Debit Card,2021-03-04,130.75
I132104,C317797,Female,55,Shoes,5,3000.85,Credit Card,2021-02-07,15004.25
I685735,C223534,Male,31,Food & Beverage,4,20.92,Debit Card,2023-01-09,83.68
I884916,C330406,Male,36,Clothing,3,900.24,Cash,2021-03-28,2700.7200000000003
I216796,C532506,Female,55,Toys,4,143.36,Cash,2021-02-05,573.44
I339582,C266425,Male,54,Clothing,1,300.08,Cash,2022-04-13,300.08
I280330,C109831,Male,55,Clothing,3,900.24,Cash,2021-07-11,2700.7200000000003
I331890,C473192,Female,64,Toys,3,107.52,Debit Card,2022-03-16,322.56
I167204,C158278,Female,19,Technology,3,3150.0,Credit Card,2021-08-03,9450.0
I120225,C274984,Male,50,Books,5,75.75,Cash,2021-06-13,378.75
I174044,C283536,Female,37,Clothing,4,1200.32,Cash,2022-02-10,4801.28
I212782,C614110,Female,20,Clothing,5,1500.4,Cash,2021-07-19,7502.0
I153608,C203772,Female,26,Food & Beverage,2,10.46,Debit Card,2021-10-30,20.92
I244708,C139796,Male,54,Toys,4,143.36,Cash,2021-02-02,573.44
I166293,C163331,Male,64,Cosmetics,4,162.64,Cash,2022-10-13,650.56
I787672,C494403,Female,37,Clothing,4,1200.32,Cash,2022-01-10,4801.28
I275855,C250229,Male,60,Shoes,1,600.17,Cash,2022-01-13,600.17
I592272,C123060,Male,19,Toys,1,35.84,Cash,2022-01-03,35.84
I212085,C213886,Male,32,Clothing,1,300.08,Cash,2023-02-19,300.08
I266858,C287960,Female,51,Toys,1,35.84,Cash,2022-11-11,35.84
I105283,C399708,Male,19,Clothing,1,300.08,Cash,2021-01-02,300.08
I325104,C340014,Male,27,Clothing,4,1200.32,Credit Card,2022-12-20,4801.28
I317572,C156070,Female,55,Shoes,4,2400.68,Cash,2021-06-30,9602.72
I258154,C130580,Male,50,Food & Beverage,2,10.46,Cash,2022-07-02,20.92
I186393,C635895,Male,63,Clothing,2,600.16,Credit Card,2023-01-25,1200.32
I938217,C173270,Male,58,Clothing,5,1500.4,Cash,2022-06-06,7502.0
I112975,C179493,Male,35,Shoes,5,3000.85,Cash,2021-06-24,15004.25
I528225,C239991,Female,32,Food & Beverage,1,5.23,Cash,2022-02-20,5.23
I243735,C157180,Male,65,Food & Beverage,3,15.69,Cash,2022-12-07,47.07
I330155,C723748,Female,68,Food & Beverage,1,5.23,Debit Card,2022-08-27,5.23
I206510,C337556,Male,24,Clothing,1,300.08,Credit Card,2022-03-19,300.08
I191001,C333281,Female,25,Books,5,75.75,Cash,2022-05-02,378.75
I186492,C166832,Female,40,Cosmetics,3,121.98,Cash,2022-03-25,365.94
I325693,C179185,Male,43,Food & Beverage,3,15.69,Debit Card,2023-02-03,47.07
I220825,C190940,Male,22,Clothing,1,300.08,Debit Card,2021-08-08,300.08
I135094,C135755,Male,33,Souvenir,1,11.73,Credit Card,2021-09-12,11.73
I943266,C634610,Female,29,Clothing,1,300.08,Credit Card,2021-11-24,300.08
I192502,C305108,Female,18,Cosmetics,3,121.98,Cash,2021-08-11,365.94
I270658,C931123,Female,39,Cosmetics,5,203.3,Cash,2021-05-19,1016.5
I236256,C872861,Male,50,Cosmetics,2,81.32,Cash,2022-05-18,162.64
I206686,C285581,Female,56,Cosmetics,3,121.98,Cash,2022-01-03,365.94
I283374,C218046,Female,25,Clothing,2,600.16,Credit Card,2023-01-10,1200.32
I325058,C107736,Female,23,Food & Beverage,4,20.92,Cash,2021-06-11,83.68
I999311,C115318,Male,43,Shoes,3,1800.51,Cash,2022-07-05,5401.53
I273014,C840615,Male,47,Clothing,5,1500.4,Credit Card,2022-09-28,7502.0
I311601,C317037,Male,41,Shoes,4,2400.68,Credit Card,2022-07-07,9602.72
I637517,C651513,Male,58,Shoes,1,600.17,Credit Card,2021-09-01,600.17
I227081,C978155,Male,37,Clothing,1,300.08,Cash,2021-06-10,300.08
I704582,C249665,Female,63,Food & Beverage,3,15.69,Cash,2023-03-04,47.07
I201254,C237465,Male,51,Cosmetics,4,162.64,Debit Card,2021-06-22,650.56
