invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
I320614,C389708,Female,42,Food & Beverage,3,15.69,Debit Card,2021-07-13,Istinye Park,47.07
I837028,C472353,Male,29,Cosmetics,1,40.66,Debit Card,2022-01-08,Kanyon,40.66
I398902,C184937,Male,43,Shoes,2,1200.34,Credit Card,2022-08-22,Kanyon,2400.68
I331048,C282549,Female,54,Food & Beverage,3,15.69,Credit Card,2022-12-12,Istinye Park,47.07
I140996,C274879,Female,37,Books,1,15.15,Credit Card,2021-05-24,Istinye Park,15.15
I199122,C985433,Female,47,Clothing,2,600.16,Credit Card,2022-05-12,Kanyon,1200.32
I258571,C133325,Female,53,Clothing,2,600.16,Credit Card,2021-02-26,Kanyon,1200.32
I152764,C141118,Female,21,Clothing,5,1500.4,Credit Card,2023-01-04,Kanyon,7502.0
I300725,C592744,Female,21,Clothing,4,1200.32,Cash,2021-11-03,Istinye Park,4801.28
I548572,C186210,Male,55,Clothing,3,900.24,Credit Card,2022-11-25,Metrocity,2700.7200000000003
I113775,C268772,Male,57,Clothing,2,600.16,Debit Card,2021-11-21,Zorlu Center,1200.32
I979686,C234901,Female,40,Clothing,4,1200.32,Credit Card,2022-05-05,Kanyon,4801.28
I119217,C241311,Female,46,Toys,1,35.84,Credit Card,2022-08-07,Forum Istanbul,35.84
I160614,C231950,Male,67,Clothing,2,600.16,Cash,2022-03-14,Kanyon,1200.32
I308495,C188017,Female,42,Clothing,1,300.08,Debit Card,2022-12-24,Kanyon,300.08
I154311,C266122,Female,56,Books,3,45.45,Cash,2021-05-13,Cevahir AVM,136.35000000000002
I133288,C261092,Male,63,Food & Beverage,1,5.23,Cash,2021-11-28,Zorlu Center,5.23
I589207,C178382,Female,21,Souvenir,1,11.73,Debit Card,2021-08-28,Metrocity,11.73
I210071,C521715,Female,43,Cosmetics,5,203.3,Debit Card,2021-08-10,Forum Istanbul,1016.5
I789513,C451652,Male,66,Food & Beverage,1,5.23,Cash,2022-01-20,Istinye Park,5.23
I197793,C365824,Female,26,Souvenir,3,35.19,Credit Card,2022-05-12,Metrocity,105.57
I357898,C227266,Male,62,Clothing,3,900.24,Credit Card,2021-02-14,Mall of Istanbul,2700.7200000000003
I463360,C182458,Female,34,Food & Beverage,4,20.92,Debit Card,2022-12-06,Mall of Istanbul,83.68
I211488,C178906,Male,48,Cosmetics,4,162.64,Debit Card,2021-05-10,Forum Istanbul,650.56
I119477,C189150,Female,24,Clothing,1,300.08,Credit Card,2021-10-22,Forum Istanbul,300.08
I219276,C339094,Male,54,Clothing,3,900.24,Credit Card,2022-10-20,Metrocity,2700.7200000000003
I253767,C161128,Female,47,Clothing,4,1200.32,Debit Card,2021-06-01,Cevahir AVM,4801.28
I269013,C276150,Female,22,Cosmetics,3,121.98,Credit Card,2023-01-21,Kanyon,365.94
I280725,C328165,Female,32,Clothing,1,300.08,Credit Card,2022-06-11,Viaport Outlet,300.08
I327084,C125815,Male,21,Souvenir,5,58.65,Cash,2022-05-08,Zorlu Center,293.25
I298784,C219405,Male,58,Clothing,5,1500.4,Cash,2021-10-05,Metrocity,7502.0
I200776,C416600,Male,22,Cosmetics,4,162.64,Cash,2021-12-25,Forum Istanbul,650.56
I615180,C265756,Female,51,Food & Beverage,4,20.92,Credit Card,2022-07-07,Mall of Istanbul,83.68
I290667,C261102,Female,39,Food & Beverage,3,15.69,Cash,2022-08-29,Kanyon,47.07
I183881,C251910,Male,49,Souvenir,5,58.65,Credit Card,2021-10-01,Mall of Istanbul,293.25
I160040,C359449,Male,24,Books,3,45.45,Credit Card,2022-08-19,Mall of Istanbul,136.35000000000002
I107057,C269540,Female,57,Food & Beverage,3,15.69,Credit Card,2021-11-01,Mall of Istanbul,47.07
I681432,C339399,Male,30,Souvenir,1,11.73,Credit Card,2022-06-12,Mall of Istanbul,11.73
I281771,C141150,Male,68,Clothing,1,300.08,Debit Card,2022-04-17,Mall of Istanbul,300.08
I124484,C197515,Female,33,Food & Beverage,4,20.92,Credit Card,2022-12-30,Metropol AVM,83.68
I325737,C140714,Female,21,Clothing,1,300.08,Cash,2021-12-21,Forum Istanbul,300.08
I260941,C426312,Male,50,Clothing,1,300.08,Cash,2021-03-30,Kanyon,300.08
I104253,C311913,Male,21,Shoes,5,3000.85,Debit Card,2021-10-19,Mall of Istanbul,15004.25
I176241,C251730,Female,42,Clothing,4,1200.32,Cash,2021-01-05,Mall of Istanbul,4801.28
I274415,C933859,Female,18,Clothing,4,1200.32,Cash,2021-06-30,Kanyon,4801.28
I238446,C319001,Male,69,Toys,3,107.52,Debit Card,2022-01-16,Emaar Square Mall,322.56
I318060,C286989,Male,19,Clothing,1,300.08,Cash,2022-05-19,Viaport Outlet,300.08
I108445,C337052,Female,22,Shoes,4,2400.68,Cash,2022-06-12,Kanyon,9602.72
I385210,C306442,Female,20,Clothing,4,1200.32,Cash,2022-11-08,Metropol AVM,4801.28
I216619,C234402,Male,20,Food & Beverage,2,10.46,Cash,2022-03-28,Cevahir AVM,20.92
I754313,C108181,Female,64,Toys,2,71.68,Cash,2022-02-22,Kanyon,143.36
I334049,C272194,Male,46,Cosmetics,2,81.32,Cash,2022-11-17,Metrocity,162.64
I231881,C692944,Male,31,Food & Beverage,2,10.46,Credit Card,2022-11-29,Metrocity,20.92
I936167,C155246,Female,24,Shoes,5,3000.85,Credit Card,2022-12-26,Kanyon,15004.25
I258069,C612042,Male,56,Cosmetics,3,121.98,Credit Card,2021-03-16,Kanyon,365.94
I118265,C249592,Female,25,Cosmetics,3,121.98,Credit Card,2021-08-17,Mall of Istanbul,365.94
I276537,C603535,Female,56,Technology,4,4200.0,Debit Card,2022-02-18,Cevahir AVM,16800.0
I256479,C180190,Female,65,Clothing,3,900.24,Cash,2022-09-14,Metropol AVM,2700.7200000000003
I323900,C235383,Female,33,Clothing,1,300.08,Credit Card,2022-02-16,Istinye Park,300.08
I107154,C303372,Female,69,Cosmetics,1,40.66,Debit Card,2021-09-10,Metrocity,40.66
I731599,C126848,Female,20,Technology,3,3150.0,Cash,2023-01-31,Forum Istanbul,9450.0
I896572,C266659,Male,51,Cosmetics,4,162.64,Debit Card,2022-05-28,Istinye Park,650.56
I292970,C275777,Male,19,Books,2,30.3,Debit Card,2023-01-02,Istinye Park,60.6
I293172,C276821,Female,48,Clothing,3,900.24,Cash,2021-06-27,Mall of Istanbul,2700.7200000000003
I236216,C427070,Male,58,Clothing,4,1200.32,Credit Card,2021-04-15,Forum Istanbul,4801.28
I116187,C309183,Female,59,Cosmetics,2,81.32,Cash,2022-02-10,Cevahir AVM,162.64
I206119,C132091,Female,24,Books,3,45.45,Debit Card,2023-01-31,Mall of Istanbul,136.35000000000002
I213860,C842262,Female,19,Shoes,3,1800.51,Cash,2023-02-20,Kanyon,5401.53
I140278,C182798,Female,24,Food & Beverage,2,10.46,Credit Card,2021-12-20,Mall of Istanbul,20.92
I319890,C135212,Female,28,Food & Beverage,5,26.15,Cash,2022-10-16,Zorlu Center,130.75
I296560,C315393,Male,49,Toys,4,143.36,Cash,2022-08-18,Kanyon,573.44
I107944,C375509,Female,61,Shoes,3,1800.51,Cash,2021-05-07,Kanyon,5401.53
I307396,C149260,Female,51,Cosmetics,4,162.64,Credit Card,2022-03-21,Metropol AVM,650.56
I266249,C273249,Female,30,Cosmetics,1,40.66,Debit Card,2022-06-04,Istinye Park,40.66
I398759,C303004,Female,36,Clothing,4,1200.32,Debit Card,2022-09-02,Metrocity,4801.28
I111554,C110869,Female,19,Clothing,4,1200.32,Credit Card,2022-11-10,Emaar Square Mall,4801.28
I689544,C101204,Female,47,Clothing,1,300.08,Credit Card,2022-10-26,Metrocity,300.08
I210802,C240806,Female,19,Shoes,1,600.17,Credit Card,2023-01-28,Emaar Square Mall,600.17
I247202,C429302,Female,38,Clothing,5,1500.4,Debit Card,2022-04-03,Forum Istanbul,7502.0
I636169,C226303,Female,41,Books,3,45.45,Debit Card,2021-11-05,Metropol AVM,136.35000000000002
I258050,C627419,Female,33,Clothing,2,600.16,Debit Card,2021-07-03,Mall of Istanbul,1200.32
I282657,C133979,Female,46,Food & Beverage,1,5.23,Credit Card,2021-10-06,Kanyon,5.23
I107800,C893291,Male,69,Food & Beverage,4,20.92,Credit Card,2021-09-19,Emaar Square Mall,83.68
I287160,C335049,Female,61,Food & Beverage,2,10.46,Cash,2021-04-06,Istinye Park,20.92
I278894,C245269,Female,29,Food & Beverage,5,26.15,Debit Card,2022-05-25,Istinye Park,130.75
I137724,C243580,Male,32,Clothing,4,1200.32,Debit Card,2023-02-15,Kanyon,4801.28
I180302,C122189,Female,62,Technology,2,2100.0,Cash,2022-11-11,Cevahir AVM,4200.0
I498591,C318330,Male,45,Shoes,4,2400.68,Cash,2022-03-26,Mall of Istanbul,9602.72
I233159,C174933,Male,23,Technology,1,1050.0,Credit Card,2021-08-14,Viaport Outlet,1050.0
I495125,C422817,Male,52,Cosmetics,4,162.64,Credit Card,2022-01-14,Metropol AVM,650.56
I292092,C124753,Male,32,Shoes,4,2400.68,Cash,2022-05-17,Metrocity,9602.72
I147266,C721799,Male,46,Clothing,1,300.08,Credit Card,2021-05-07,Metrocity,300.08
I508532,C239673,Female,31,Shoes,5,3000.85,Debit Card,2023-01-31,Mall of Istanbul,15004.25
I135083,C302169,Male,56,Shoes,2,1200.34,Cash,2021-03-28,Forum Istanbul,2400.68
I211595,C184814,Female,31,Clothing,1,300.08,Debit Card,2021-12-20,Metropol AVM,300.08
I147975,C306536,Female,66,Toys,1,35.84,Credit Card,2022-10-27,Kanyon,35.84
I734915,C157775,Female,68,Clothing,5,1500.4,Credit Card,2021-03-16,Kanyon,7502.0
I414629,C224913,Male,67,Toys,4,143.36,Cash,2022-03-27,Emaar Square Mall,573.44
I458380,C211374,Female,28,Clothing,3,900.24,Cash,2021-03-02,Viaport Outlet,2700.7200000000003
I276022,C142222,Female,54,Clothing,4,1200.32,Credit Card,2023-02-07,Metropol AVM,4801.28
I158385,C306426,Female,68,Souvenir,3,35.19,Cash,2022-09-22,Metrocity,105.57
I303060,C220052,Male,56,Clothing,1,300.08,Credit Card,2023-02-07,Mall of Istanbul,300.08
I294529,C841103,Female,49,Cosmetics,1,40.66,Debit Card,2021-07-26,Zorlu Center,40.66
I323258,C166062,Female,42,Food & Beverage,4,20.92,Cash,2022-08-11,Cevahir AVM,83.68
I232628,C129573,Female,60,Clothing,2,600.16,Credit Card,2021-03-19,Zorlu Center,1200.32
I156805,C156532,Male,49,Clothing,1,300.08,Credit Card,2022-02-16,Istinye Park,300.08
I230350,C625918,Female,69,Shoes,1,600.17,Cash,2021-09-14,Metropol AVM,600.17
I687023,C156965,Male,65,Clothing,5,1500.4,Cash,2022-08-28,Forum Istanbul,7502.0
I317071,C300968,Male,45,Cosmetics,2,81.32,Cash,2021-05-19,Forum Istanbul,162.64
I210986,C239746,Male,58,Clothing,1,300.08,Debit Card,2021-12-11,Metrocity,300.08
I337245,C310428,Male,50,Clothing,4,1200.32,Debit Card,2021-01-16,Kanyon,4801.28
I857378,C305709,Female,47,Toys,1,35.84,Cash,2022-10-09,Kanyon,35.84
I253565,C752489,Female,61,Food & Beverage,2,10.46,Credit Card,2022-12-20,Cevahir AVM,20.92
I291833,C233046,Female,43,Clothing,4,1200.32,Credit Card,2021-07-04,Metropol AVM,4801.28
I235427,C155106,Female,42,Clothing,3,900.24,Credit Card,2022-12-09,Metropol AVM,2700.7200000000003
I923343,C168856,Female,67,Cosmetics,1,40.66,Cash,2021-08-05,Kanyon,40.66
I233936,C162053,Male,58,Clothing,2,600.16,Credit Card,2022-01-19,Metrocity,1200.32
I204301,C326226,Female,54,Clothing,5,1500.4,Credit Card,2022-12-29,Mall of Istanbul,7502.0
I255467,C115543,Female,18,Cosmetics,5,203.3,Cash,2022-07-04,Emaar Square Mall,1016.5
I914316,C216846,Female,65,Cosmetics,3,121.98,Cash,2022-10-01,Kanyon,365.94
I434009,C313323,Male,19,Shoes,5,3000.85,Cash,2022-09-13,Emaar Square Mall,15004.25
I125740,C305953,Male,51,Food & Beverage,3,15.69,Cash,2023-02-21,Istinye Park,47.07
I139636,C337901,Female,42,Clothing,2,600.16,Cash,2021-10-10,Forum Istanbul,1200.32
I697844,C213588,Female,39,Food & Beverage,5,26.15,Cash,2022-07-12,Mall of Istanbul,130.75
I114578,C264903,Male,42,Clothing,3,900.24,Credit Card,2022-04-20,Metrocity,2700.7200000000003
I320712,C897816,Female,66,Toys,4,143.36,Cash,2022-09-18,Mall of Istanbul,573.44
I210285,C831639,Male,54,Food & Beverage,1,5.23,Credit Card,2022-10-15,Kanyon,5.23
I191182,C992980,Female,36,Shoes,3,1800.51,Credit Card,2022-01-22,Cevahir AVM,5401.53
I169914,C277910,Male,46,Shoes,4,2400.68,Debit Card,2022-03-14,Mall of Istanbul,9602.72
I247365,C222710,Female,47,Clothing,1,300.08,Credit Card,2022-11-30,Emaar Square Mall,300.08
I111336,C216741,Male,68,Clothing,4,1200.32,Credit Card,2022-07-01,Istinye Park,4801.28
I249370,C324714,Male,68,Souvenir,1,11.73,Cash,2023-02-10,Kanyon,11.73
I311951,C223787,Female,28,Cosmetics,1,40.66,Credit Card,2021-07-30,Mall of Istanbul,40.66
I140255,C135168,Male,23,Food & Beverage,2,10.46,Credit Card,2023-02-20,Mall of Istanbul,20.92
I463219,C147225,Female,26,Clothing,3,900.24,Cash,2022-10-29,Forum Istanbul,2700.7200000000003
I138569,C275157,Male,32,Cosmetics,5,203.3,Debit Card,2022-01-20,Forum Istanbul,1016.5
I910842,C300226,Female,63,Food & Beverage,3,15.69,Credit Card,2022-02-10,Metropol AVM,47.07
I828367,C165898,Female,41,Toys,5,179.2,Debit Card,2021-10-22,Mall of Istanbul,896.0
I128513,C183366,Male,54,Souvenir,5,58.65,Cash,2022-07-07,Emaar Square Mall,293.25
I256769,C203132,Male,65,Books,5,75.75,Credit Card,2023-02-27,Metrocity,378.75
I163067,C310644,Female,23,Cosmetics,2,81.32,Credit Card,2021-08-12,Cevahir AVM,162.64
I119687,C295698,Female,53,Cosmetics,2,81.32,Debit Card,2022-11-21,Kanyon,162.64
I248779,C132926,Male,51,Clothing,5,1500.4,Debit Card,2021-05-19,Kanyon,7502.0
I109933,C334539,Male,30,Food & Beverage,3,15.69,Credit Card,2022-11-13,Metrocity,47.07
I159037,C209402,Female,59,Technology,3,3150.0,Credit Card,2022-06-30,Metrocity,9450.0
I159852,C255141,Female,50,Clothing,5,1500.4,Debit Card,2022-11-05,Cevahir AVM,7502.0
I223856,C677798,Female,46,Cosmetics,4,162.64,Credit Card,2021-04-07,Viaport Outlet,650.56
I145878,C810752,Female,61,Souvenir,1,11.73,Debit Card,2022-03-19,Mall of Istanbul,11.73
I264630,C283241,Female,32,Clothing,1,300.08,Credit Card,2022-06-15,Metropol AVM,300.08
I665869,C331715,Female,46,Shoes,4,2400.68,Cash,2021-05-12,Kanyon,9602.72
I319225,C721538,Male,35,Clothing,3,900.24,Debit Card,2021-08-07,Kanyon,2700.7200000000003
I135576,C698021,Female,54,Clothing,4,1200.32,Debit Card,2022-12-28,Istinye Park,4801.28
I591350,C253306,Male,34,Cosmetics,2,81.32,Debit Card,2021-02-22,Mall of Istanbul,162.64
I266995,C728038,Male,52,Books,4,60.6,Cash,2022-05-07,Cevahir AVM,242.4
I961039,C299131,Female,67,Cosmetics,5,203.3,Cash,2021-02-10,Kanyon,1016.5
I986883,C129168,Male,51,Cosmetics,4,162.64,Cash,2021-11-02,Zorlu Center,650.56
I335023,C234409,Male,65,Clothing,2,600.16,Cash,2021-07-30,Cevahir AVM,1200.32
I294380,C113999,Male,48,Clothing,3,900.24,Cash,2021-04-19,Kanyon,2700.7200000000003
I159876,C152550,Female,33,Cosmetics,5,203.3,Debit Card,2022-02-25,Metropol AVM,1016.5
I245128,C121848,Female,59,Books,3,45.45,Credit Card,2022-01-12,Metrocity,136.35000000000002
I141170,C305672,Female,55,Clothing,3,900.24,Credit Card,2022-08-13,Cevahir AVM,2700.7200000000003
I452124,C133857,Female,24,Clothing,5,1500.4,Debit Card,2021-08-16,Metrocity,7502.0
I396629,C303418,Female,48,Clothing,3,900.24,Credit Card,2021-01-20,Kanyon,2700.7200000000003
I314649,C171598,Male,68,Books,1,15.15,Debit Card,2021-01-27,Kanyon,15.15
I210574,C250318,Female,69,Technology,4,4200.0,Debit Card,2021-06-24,Kanyon,16800.0
I395285,C202754,Male,52,Shoes,4,2400.68,Credit Card,2021-11-15,Mall of Istanbul,9602.72
I800926,C174589,Female,62,Toys,4,143.36,Credit Card,2021-07-23,Metropol AVM,573.44
I264553,C592728,Male,55,Clothing,2,600.16,Debit Card,2022-12-26,Metrocity,1200.32
I297683,C235616,Female,64,Food & Beverage,1,5.23,Cash,2021-12-23,Metrocity,5.23
I150416,C234196,Male,64,Clothing,4,1200.32,Credit Card,2023-01-07,Mall of Istanbul,4801.28
I110787,C272461,Male,69,Food & Beverage,1,5.23,Cash,2022-06-05,Istinye Park,5.23
I361323,C797257,Female,50,Food & Beverage,1,5.23,Cash,2022-07-23,Metropol AVM,5.23
I292357,C225077,Female,51,Cosmetics,5,203.3,Cash,2022-04-24,Cevahir AVM,1016.5
I314715,C259325,Female,48,Clothing,2,600.16,Cash,2022-09-20,Kanyon,1200.32
I317961,C949834,Female,63,Cosmetics,5,203.3,Cash,2022-01-19,Viaport Outlet,1016.5
I317165,C907835,Female,48,Clothing,4,1200.32,Cash,2021-12-06,Kanyon,4801.28
I306807,C237687,Male,68,Toys,2,71.68,Debit Card,2022-01-24,Cevahir AVM,143.36
I288033,C192947,Female,35,Cosmetics,4,162.64,Credit Card,2021-06-17,Mall of Istanbul,650.56
I479067,C317625,Female,50,Cosmetics,3,121.98,Credit Card,2022-06-13,Kanyon,365.94
I283667,C214059,Male,51,Shoes,2,1200.34,Cash,2022-08-13,Kanyon,2400.68
I320653,C194667,Male,21,Food & Beverage,5,26.15,Cash,2021-03-04,Mall of Istanbul,130.75
I172123,C309781,Female,40,Shoes,3,1800.51,Cash,2022-10-28,Viaport Outlet,5401.53
I187967,C183513,Female,59,Books,3,45.45,Cash,2022-11-16,Kanyon,136.35000000000002
I117536,C296805,Female,22,Clothing,2,600.16,Debit Card,2021-12-17,Kanyon,1200.32
I732100,C471651,Male,29,Toys,3,107.52,Cash,2022-10-24,Metrocity,322.56
I170452,C300129,Male,26,Clothing,4,1200.32,Credit Card,2021-12-05,Mall of Istanbul,4801.28
I110181,C238093,Female,24,Food & Beverage,3,15.69,Credit Card,2022-11-01,Kanyon,47.07
I271935,C461584,Female,37,Cosmetics,2,81.32,Credit Card,2023-02-21,Metropol AVM,162.64
I234576,C501244,Female,21,Cosmetics,5,203.3,Credit Card,2021-10-30,Metrocity,1016.5
I344244,C929844,Female,39,Clothing,3,900.24,Credit Card,2021-04-27,Metropol AVM,2700.7200000000003
I998466,C228344,Male,39,Cosmetics,2,81.32,Cash,2021-10-18,Mall of Istanbul,162.64
I268653,C339091,Female,31,Clothing,3,900.24,Credit Card,2021-12-19,Mall of Istanbul,2700.7200000000003
I253191,C238485,Female,43,Cosmetics,4,162.64,Credit Card,2022-11-08,Mall of Istanbul,650.56
I993619,C238723,Male,48,Food & Beverage,1,5.23,Credit Card,2021-05-05,Istinye Park,5.23
I463676,C138459,Male,59,Food & Beverage,1,5.23,Cash,2021-07-25,Metrocity,5.23
I143654,C287330,Female,31,Food & Beverage,4,20.92,Credit Card,2021-10-14,Kanyon,83.68
I481651,C186505,Female,56,Souvenir,5,58.65,Debit Card,2022-09-28,Metropol AVM,293.25
I296156,C336733,Male,64,Food & Beverage,5,26.15,Cash,2021-04-11,Metrocity,130.75
I137891,C155656,Female,56,Toys,5,179.2,Credit Card,2021-05-09,Kanyon,896.0
I191425,C113156,Female,37,Shoes,4,2400.68,Debit Card,2022-10-10,Mall of Istanbul,9602.72
I265766,C216023,Male,69,Books,4,60.6,Debit Card,2021-01-25,Metropol AVM,242.4
I424885,C182506,Female,52,Food & Beverage,1,5.23,Debit Card,2022-12-28,Mall of Istanbul,5.23
I852186,C786337,Male,63,Clothing,3,900.24,Debit Card,2021-03-27,Metrocity,2700.7200000000003
I369589,C596847,Female,32,Technology,4,4200.0,Debit Card,2021-01-08,Kanyon,16800.0
I108659,C437754,Female,22,Books,1,15.15,Credit Card,2022-10-14,Metrocity,15.15
I338373,C188398,Female,36,Clothing,3,900.24,Cash,2021-05-10,Istinye Park,2700.7200000000003
I318258,C506331,Male,61,Cosmetics,2,81.32,Cash,2022-08-07,Metropol AVM,162.64
I157362,C135640,Female,29,Clothing,5,1500.4,Cash,2022-02-27,Metrocity,7502.0
I292971,C582777,Female,53,Souvenir,2,23.46,Credit Card,2021-10-03,Kanyon,46.92
I109174,C233344,Male,32,Food & Beverage,1,5.23,Credit Card,2021-11-13,Emaar Square Mall,5.23
I141645,C302373,Female,26,Food & Beverage,5,26.15,Cash,2022-04-04,Mall of Istanbul,130.75
I211254,C171002,Female,44,Shoes,4,2400.68,Credit Card,2022-10-19,Metropol AVM,9602.72
I175143,C986782,Female,62,Cosmetics,1,40.66,Credit Card,2022-12-05,Metropol AVM,40.66
I261807,C170820,Male,26,Books,1,15.15,Credit Card,2021-05-06,Cevahir AVM,15.15
I652826,C332314,Female,67,Books,4,60.6,Credit Card,2021-12-21,Mall of Istanbul,242.4
I115739,C881120,Female,25,Clothing,2,600.16,Credit Card,2022-03-08,Mall of Istanbul,1200.32
I316065,C592532,Male,19,Food & Beverage,5,26.15,Debit Card,2022-11-05,Cevahir AVM,130.75
I200001,C239734,Male,46,Books,2,30.3,Cash,2021-07-21,Metrocity,60.6
I753505,C158821,Female,35,Cosmetics,3,121.98,Debit Card,2022-04-23,Mall of Istanbul,365.94
I316762,C937282,Female,67,Toys,1,35.84,Cash,2021-09-16,Zorlu Center,35.84
I283262,C835407,Female,27,Clothing,2,600.16,Credit Card,2022-12-23,Istinye Park,1200.32
I145111,C327853,Male,64,Clothing,5,1500.4,Credit Card,2022-09-26,Metrocity,7502.0
I256611,C126957,Female,35,Shoes,1,600.17,Credit Card,2022-07-07,Metropol AVM,600.17
I316614,C392635,Female,62,Cosmetics,1,40.66,Cash,2021-09-02,Mall of Istanbul,40.66
I125975,C255841,Female,27,Clothing,1,300.08,Cash,2022-04-21,Zorlu Center,300.08
I339187,C307996,Male,22,Clothing,5,1500.4,Cash,2021-09-12,Viaport Outlet,7502.0
I223513,C968901,Female,43,Technology,2,2100.0,Cash,2022-11-19,Forum Istanbul,4200.0
I218693,C188038,Female,64,Food & Beverage,1,5.23,Credit Card,2021-11-01,Metrocity,5.23
I489524,C337230,Female,40,Food & Beverage,1,5.23,Debit Card,2022-01-12,Viaport Outlet,5.23
I313207,C113360,Male,40,Food & Beverage,2,10.46,Credit Card,2021-05-23,Kanyon,20.92
I178132,C174614,Male,35,Clothing,3,900.24,Cash,2023-01-14,Kanyon,2700.7200000000003
I357925,C308549,Male,67,Clothing,5,1500.4,Cash,2021-11-16,Emaar Square Mall,7502.0
I324672,C168705,Female,40,Clothing,3,900.24,Cash,2022-05-14,Kanyon,2700.7200000000003
I350135,C228475,Female,24,Technology,2,2100.0,Cash,2022-02-27,Zorlu Center,4200.0
I443554,C284171,Female,55,Clothing,4,1200.32,Cash,2021-11-21,Metrocity,4801.28
I193423,C309941,Female,44,Clothing,4,1200.32,Debit Card,2023-01-19,Metrocity,4801.28
I207142,C189803,Female,52,Cosmetics,4,162.64,Credit Card,2021-12-01,Viaport Outlet,650.56
I311089,C727796,Female,44,Food & Beverage,4,20.92,Debit Card,2022-05-11,Istinye Park,83.68
I197193,C697718,Female,52,Cosmetics,5,203.3,Credit Card,2022-10-30,Cevahir AVM,1016.5
I166831,C794536,Female,44,Food & Beverage,5,26.15,Credit Card,2021-12-01,Metrocity,130.75
I660872,C191394,Female,56,Cosmetics,1,40.66,Cash,2023-01-28,Metrocity,40.66
I151606,C243461,Male,33,Technology,3,3150.0,Cash,2022-01-10,Istinye Park,9450.0
I626758,C288977,Female,42,Clothing,1,300.08,Credit Card,2021-03-03,Metrocity,300.08
I219990,C220148,Male,63,Shoes,2,1200.34,Credit Card,2021-03-02,Istinye Park,2400.68
I243782,C871450,Female,32,Food & Beverage,4,20.92,Debit Card,2022-11-04,Forum Istanbul,83.68
I118826,C116505,Male,41,Shoes,2,1200.34,Cash,2023-03-04,Metropol AVM,2400.68
I104774,C271110,Female,61,Cosmetics,2,81.32,Credit Card,2023-01-14,Mall of Istanbul,162.64
I148105,C186689,Male,58,Shoes,5,3000.85,Debit Card,2021-11-21,Metrocity,15004.25
I840499,C224311,Male,65,Food & Beverage,4,20.92,Credit Card,2022-12-21,Mall of Istanbul,83.68
I906556,C638833,Male,45,Food & Beverage,2,10.46,Credit Card,2022-04-29,Kanyon,20.92
I120680,C437789,Female,47,Clothing,1,300.08,Cash,2021-09-22,Kanyon,300.08
I163166,C218097,Female,59,Cosmetics,5,203.3,Debit Card,2021-07-20,Metrocity,1016.5
I167941,C115505,Female,18,Books,5,75.75,Cash,2022-06-07,Mall of Istanbul,378.75
I841937,C177719,Male,34,Clothing,3,900.24,Cash,2021-05-28,Kanyon,2700.7200000000003
I176277,C124567,Female,39,Clothing,1,300.08,Cash,2021-08-18,Metropol AVM,300.08
I311235,C260329,Female,25,Clothing,4,1200.32,Cash,2022-07-29,Mall of Istanbul,4801.28
I337724,C536789,Female,42,Books,3,45.45,Cash,2022-06-11,Metrocity,136.35000000000002
I189708,C206772,Male,50,Shoes,5,3000.85,Credit Card,2023-01-03,Istinye Park,15004.25
I764210,C139698,Female,31,Shoes,3,1800.51,Cash,2021-12-18,Istinye Park,5401.53
I194998,C301241,Female,33,Toys,3,107.52,Credit Card,2021-02-13,Kanyon,322.56
I238735,C194159,Female,23,Clothing,3,900.24,Cash,2021-12-22,Mall of Istanbul,2700.7200000000003
I180156,C104319,Female,34,Cosmetics,2,81.32,Debit Card,2021-09-10,Mall of Istanbul,162.64
I811487,C213353,Female,31,Shoes,2,1200.34,Debit Card,2022-10-12,Metropol AVM,2400.68
I205511,C476990,Female,38,Cosmetics,2,81.32,Credit Card,2022-08-10,Kanyon,162.64
I137202,C185476,Female,23,Clothing,4,1200.32,Debit Card,2022-04-21,Metrocity,4801.28
I108152,C187365,Male,45,Books,2,30.3,Debit Card,2021-04-20,Kanyon,60.6
I639229,C916337,Female,27,Toys,2,71.68,Cash,2021-11-08,Mall of Istanbul,143.36
I720564,C102381,Male,27,Shoes,2,1200.34,Debit Card,2021-05-21,Metrocity,2400.68
I263682,C240626,Female,57,Cosmetics,2,81.32,Credit Card,2023-01-28,Kanyon,162.64
I248791,C605262,Male,40,Toys,4,143.36,Credit Card,2023-01-07,Metrocity,573.44
I262182,C281019,Female,21,Food & Beverage,3,15.69,Cash,2023-01-19,Metropol AVM,47.07
I294555,C155448,Male,56,Cosmetics,4,162.64,Cash,2022-09-19,Istinye Park,650.56
I140768,C104294,Male,48,Clothing,2,600.16,Cash,2021-09-06,Mall of Istanbul,1200.32
I262068,C176170,Male,24,Technology,3,3150.0,Cash,2021-09-30,Kanyon,9450.0
I167270,C293219,Male,66,Food & Beverage,2,10.46,Cash,2023-02-14,Istinye Park,20.92
I785218,C274873,Female,50,Clothing,1,300.08,Cash,2022-04-24,Emaar Square Mall,300.08
I295208,C754414,Female,51,Shoes,2,1200.34,Credit Card,2021-01-13,Kanyon,2400.68
I203783,C155487,Female,36,Clothing,2,600.16,Credit Card,2022-07-25,Kanyon,1200.32
I743553,C791172,Male,36,Clothing,1,300.08,Cash,2023-03-07,Mall of Istanbul,300.08
I102941,C189039,Female,45,Cosmetics,2,81.32,Cash,2022-05-14,Metrocity,162.64
