invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
I437573,C194656,Female,30,Clothing,2,600.16,Cash,2021-10-24,Metropol AVM,1200.32
I232667,C353197,Female,30,Clothing,3,900.24,Credit Card,2021-10-16,Metropol AVM,2700.7200000000003
I204095,C232583,Female,25,Clothing,4,1200.32,Cash,2021-08-12,Metropol AVM,4801.28
I139312,C133131,Female,63,Clothing,2,600.16,Debit Card,2022-04-05,Metropol AVM,1200.32
I224701,C259184,Male,27,Cosmetics,5,203.3,Credit Card,2021-02-03,Metropol AVM,1016.5
I209325,C155340,Male,39,Souvenir,3,35.19,Cash,2022-12-16,Metropol AVM,105.57
I105152,C173721,Female,65,Cosmetics,2,81.32,Cash,2021-11-25,Metropol AVM,162.64
I266141,C593381,Male,66,Food & Beverage,1,5.23,Cash,2021-07-05,Metropol AVM,5.23
I303426,C239158,Female,37,Cosmetics,3,121.98,Cash,2022-11-09,Metropol AVM,365.94
I251158,C503834,Male,32,Cosmetics,5,203.3,Credit Card,2022-06-13,Metropol AVM,1016.5
I223769,C311354,Male,47,Clothing,3,900.24,Credit Card,2021-10-09,Metropol AVM,2700.7200000000003
I319758,C211904,Female,28,Shoes,1,600.17,Cash,2022-02-23,Metropol AVM,600.17
I845252,C124806,Male,37,Cosmetics,5,203.3,Cash,2021-02-21,Metropol AVM,1016.5
I152239,C396873,Female,69,Toys,3,107.52,Credit Card,2021-09-16,Metropol AVM,322.56
I118216,C946799,Male,32,Clothing,1,300.08,Cash,2021-03-28,Metropol AVM,300.08
I984801,C282217,Female,19,Shoes,2,1200.34,Cash,2021-09-24,Metropol AVM,2400.68
I166995,C769176,Male,63,Toys,2,71.68,Debit Card,2022-10-11,Metropol AVM,143.36
I333233,C302110,Female,28,Clothing,5,1500.4,Cash,2022-03-04,Metropol AVM,7502.0
I300296,C154421,Male,30,Toys,3,107.52,Cash,2022-05-26,Metropol AVM,322.56
I155874,C657730,Female,22,Technology,1,1050.0,Cash,2021-03-16,Metropol AVM,1050.0
I895783,C162025,Female,67,Clothing,2,600.16,Credit Card,2021-07-03,Metropol AVM,1200.32
I223748,C194662,Female,20,Clothing,2,600.16,Debit Card,2021-08-03,Metropol AVM,1200.32
I231175,C140353,Male,36,Shoes,3,1800.51,Credit Card,2021-09-01,Metropol AVM,5401.53
I238072,C182730,Female,42,Clothing,3,900.24,Credit Card,2022-06-22,Metropol AVM,2700.7200000000003
I181989,C171393,Female,37,Technology,4,4200.0,Cash,2022-01-29,Metropol AVM,16800.0
I213524,C311678,Female,30,Technology,3,3150.0,Cash,2022-12-17,Metropol AVM,9450.0
I203021,C109145,Female,32,Clothing,2,600.16,Credit Card,2021-09-06,Metropol AVM,1200.32
I136601,C260920,Female,30,Cosmetics,2,81.32,Cash,2021-11-08,Metropol AVM,162.64
I604837,C291415,Male,61,Shoes,4,2400.68,Cash,2023-01-04,Metropol AVM,9602.72
I241870,C157721,Female,20,Clothing,1,300.08,Cash,2022-12-02,Metropol AVM,300.08
I226983,C278376,Male,45,Toys,2,71.68,Debit Card,2022-04-07,Metropol AVM,143.36
I168102,C200745,Female,37,Clothing,4,1200.32,Cash,2021-09-02,Metropol AVM,4801.28
I700212,C200971,Female,50,Cosmetics,2,81.32,Credit Card,2022-07-18,Metropol AVM,162.64
I198778,C124904,Male,44,Clothing,3,900.24,Cash,2021-03-10,Metropol AVM,2700.7200000000003
I150078,C388679,Male,26,Shoes,4,2400.68,Cash,2021-02-26,Metropol AVM,9602.72
I324875,C151118,Male,24,Food & Beverage,5,26.15,Credit Card,2021-04-02,Metropol AVM,130.75
I809560,C152521,Female,55,Food & Beverage,1,5.23,Debit Card,2021-11-02,Metropol AVM,5.23
I234561,C244186,Female,51,Clothing,1,300.08,Cash,2021-08-10,Metropol AVM,300.08
I624177,C705065,Female,41,Cosmetics,2,81.32,Credit Card,2021-07-03,Metropol AVM,162.64
I173864,C890007,Female,27,Clothing,1,300.08,Cash,2022-01-18,Metropol AVM,300.08
I591317,C879195,Female,31,Books,2,30.3,Credit Card,2021-07-11,Metropol AVM,60.6
I922713,C223727,Female,59,Clothing,5,1500.4,Debit Card,2022-04-07,Metropol AVM,7502.0
I960154,C776833,Female,24,Technology,1,1050.0,Cash,2022-05-16,Metropol AVM,1050.0
I192275,C134224,Female,27,Cosmetics,2,81.32,Credit Card,2021-05-29,Metropol AVM,162.64
I479866,C639723,Female,28,Cosmetics,2,81.32,Debit Card,2023-01-16,Metropol AVM,162.64
I147388,C312710,Female,18,Toys,1,35.84,Cash,2023-01-21,Metropol AVM,35.84
I202834,C582707,Female,49,Food & Beverage,4,20.92,Credit Card,2022-05-09,Metropol AVM,83.68
I176186,C222870,Female,28,Clothing,3,900.24,Credit Card,2021-10-25,Metropol AVM,2700.7200000000003
I161511,C309563,Female,52,Clothing,1,300.08,Debit Card,2022-10-28,Metropol AVM,300.08
I267678,C208676,Female,50,Cosmetics,3,121.98,Debit Card,2021-11-10,Metropol AVM,365.94
I306038,C866833,Female,66,Cosmetics,1,40.66,Cash,2022-03-03,Metropol AVM,40.66
I152978,C249606,Female,19,Clothing,4,1200.32,Credit Card,2022-09-23,Metropol AVM,4801.28
I127854,C933056,Female,46,Clothing,2,600.16,Cash,2022-06-30,Metropol AVM,1200.32
I129740,C765342,Male,61,Food & Beverage,4,20.92,Credit Card,2021-07-30,Metropol AVM,83.68
I281963,C513624,Female,57,Food & Beverage,2,10.46,Credit Card,2022-12-19,Metropol AVM,20.92
I178249,C278557,Male,25,Cosmetics,5,203.3,Cash,2021-01-13,Metropol AVM,1016.5
I209077,C736606,Female,58,Clothing,4,1200.32,Credit Card,2021-06-23,Metropol AVM,4801.28
I127087,C290841,Male,57,Cosmetics,1,40.66,Cash,2022-08-03,Metropol AVM,40.66
I104577,C875896,Male,60,Clothing,3,900.24,Cash,2021-03-25,Metropol AVM,2700.7200000000003
I179634,C288894,Male,20,Clothing,1,300.08,Cash,2022-08-30,Metropol AVM,300.08
I123288,C492776,Female,21,Books,4,60.6,Credit Card,2021-08-05,Metropol AVM,242.4
I196196,C187514,Female,68,Food & Beverage,4,20.92,Debit Card,2021-12-08,Metropol AVM,83.68
I166231,C237157,Male,55,Clothing,3,900.24,Debit Card,2022-09-16,Metropol AVM,2700.7200000000003
I251403,C145480,Female,40,Food & Beverage,5,26.15,Debit Card,2021-07-05,Metropol AVM,130.75
I146297,C878282,Female,68,Clothing,1,300.08,Credit Card,2021-04-13,Metropol AVM,300.08
I109227,C759321,Male,41,Toys,3,107.52,Debit Card,2023-01-20,Metropol AVM,322.56
I172941,C828001,Female,23,Toys,5,179.2,Cash,2021-12-24,Metropol AVM,896.0
I325345,C222395,Female,20,Shoes,5,3000.85,Debit Card,2022-06-27,Metropol AVM,15004.25
I175955,C210794,Male,67,Clothing,5,1500.4,Credit Card,2022-12-15,Metropol AVM,7502.0
I337883,C148769,Female,36,Cosmetics,2,81.32,Cash,2021-07-11,Metropol AVM,162.64
I327333,C288867,Male,34,Books,4,60.6,Cash,2021-01-06,Metropol AVM,242.4
I317631,C432586,Male,58,Clothing,1,300.08,Debit Card,2022-12-09,Metropol AVM,300.08
I140429,C953949,Male,20,Clothing,2,600.16,Debit Card,2022-07-21,Metropol AVM,1200.32
I233389,C177930,Female,41,Souvenir,3,35.19,Cash,2023-01-02,Metropol AVM,105.57
I275982,C550430,Female,44,Clothing,4,1200.32,Credit Card,2022-03-04,Metropol AVM,4801.28
I231807,C182692,Female,50,Food & Beverage,1,5.23,Credit Card,2021-08-21,Metropol AVM,5.23
I953520,C714668,Female,29,Cosmetics,5,203.3,Cash,2021-09-11,Metropol AVM,1016.5
I185686,C123083,Female,69,Clothing,1,300.08,Cash,2021-02-07,Metropol AVM,300.08
I861258,C194025,Female,47,Cosmetics,4,162.64,Credit Card,2023-01-04,Metropol AVM,650.56
I239100,C253665,Male,63,Technology,5,5250.0,Cash,2022-05-08,Metropol AVM,26250.0
I413072,C987596,Female,48,Food & Beverage,3,15.69,Cash,2022-08-21,Metropol AVM,47.07
I154293,C225060,Male,34,Food & Beverage,1,5.23,Cash,2022-10-31,Metropol AVM,5.23
I304565,C182793,Female,52,Clothing,5,1500.4,Cash,2023-02-28,Metropol AVM,7502.0
I315556,C270195,Male,20,Clothing,4,1200.32,Cash,2022-08-12,Metropol AVM,4801.28
I616250,C130205,Female,49,Souvenir,2,23.46,Credit Card,2021-06-14,Metropol AVM,46.92
I239761,C219136,Male,25,Books,5,75.75,Credit Card,2022-08-20,Metropol AVM,378.75
I613103,C240522,Female,23,Toys,1,35.84,Credit Card,2022-01-12,Metropol AVM,35.84
I135475,C326822,Female,41,Cosmetics,3,121.98,Debit Card,2021-06-24,Metropol AVM,365.94
I513239,C205292,Male,45,Books,5,75.75,Cash,2021-08-11,Metropol AVM,378.75
I700407,C349862,Female,27,Souvenir,5,58.65,Credit Card,2023-02-21,Metropol AVM,293.25
I202440,C505037,Female,42,Cosmetics,2,81.32,Credit Card,2022-02-05,Metropol AVM,162.64
I711366,C782791,Female,61,Food & Beverage,3,15.69,Credit Card,2022-12-20,Metropol AVM,47.07
I155442,C221166,Male,18,Shoes,2,1200.34,Cash,2021-06-21,Metropol AVM,2400.68
I203308,C334094,Male,22,Clothing,1,300.08,Cash,2021-12-17,Metropol AVM,300.08
I350357,C129947,Female,40,Clothing,4,1200.32,Cash,2021-04-24,Metropol AVM,4801.28
I266268,C191724,Male,52,Clothing,5,1500.4,Cash,2022-04-21,Metropol AVM,7502.0
I577013,C463920,Female,43,Clothing,4,1200.32,Debit Card,2021-11-22,Metropol AVM,4801.28
I703144,C926916,Male,27,Clothing,2,600.16,Credit Card,2021-01-23,Metropol AVM,1200.32
I372829,C142596,Female,59,Books,1,15.15,Debit Card,2022-12-02,Metropol AVM,15.15
I179903,C232594,Female,40,Clothing,3,900.24,Cash,2022-05-21,Metropol AVM,2700.7200000000003
I140141,C313660,Female,64,Cosmetics,4,162.64,Credit Card,2021-07-08,Metropol AVM,650.56
I300158,C103820,Female,58,Cosmetics,2,81.32,Debit Card,2022-01-08,Metropol AVM,162.64
I122073,C284897,Male,23,Food & Beverage,5,26.15,Credit Card,2023-01-07,Metropol AVM,130.75
I436198,C796984,Male,47,Technology,1,1050.0,Credit Card,2021-02-08,Metropol AVM,1050.0
I334689,C177800,Female,56,Clothing,3,900.24,Credit Card,2023-02-06,Metropol AVM,2700.7200000000003
I100856,C475330,Male,44,Food & Beverage,3,15.69,Cash,2022-06-09,Metropol AVM,47.07
I759827,C337011,Female,51,Clothing,5,1500.4,Credit Card,2021-07-16,Metropol AVM,7502.0
I785821,C332657,Female,45,Shoes,4,2400.68,Credit Card,2022-01-08,Metropol AVM,9602.72
I146217,C207640,Male,26,Clothing,5,1500.4,Credit Card,2021-03-09,Metropol AVM,7502.0
I339790,C165093,Female,39,Souvenir,1,11.73,Debit Card,2022-04-28,Metropol AVM,11.73
I167240,C703691,Female,18,Clothing,5,1500.4,Cash,2023-03-07,Metropol AVM,7502.0
I319864,C478279,Male,26,Cosmetics,1,40.66,Debit Card,2021-10-24,Metropol AVM,40.66
I109145,C261646,Female,27,Clothing,4,1200.32,Cash,2022-01-18,Metropol AVM,4801.28
I155713,C551161,Male,55,Shoes,5,3000.85,Cash,2023-01-05,Metropol AVM,15004.25
I275247,C325449,Female,61,Clothing,5,1500.4,Debit Card,2021-11-17,Metropol AVM,7502.0
I925866,C236825,Male,53,Clothing,4,1200.32,Cash,2022-02-10,Metropol AVM,4801.28
I111901,C370952,Female,39,Shoes,4,2400.68,Debit Card,2021-07-18,Metropol AVM,9602.72
I204481,C751967,Male,57,Technology,2,2100.0,Credit Card,2021-01-11,Metropol AVM,4200.0
I878849,C169008,Male,19,Toys,2,71.68,Credit Card,2021-10-02,Metropol AVM,143.36
I281825,C113794,Male,22,Technology,2,2100.0,Cash,2022-11-09,Metropol AVM,4200.0
I313138,C270304,Female,26,Food & Beverage,3,15.69,Cash,2022-12-26,Metropol AVM,47.07
I235293,C193916,Male,67,Technology,3,3150.0,Credit Card,2021-01-19,Metropol AVM,9450.0
I139679,C469387,Female,27,Shoes,5,3000.85,Cash,2022-03-01,Metropol AVM,15004.25
I126704,C199921,Female,36,Toys,4,143.36,Debit Card,2021-03-28,Metropol AVM,573.44
I436995,C113305,Female,44,Clothing,4,1200.32,Cash,2021-02-02,Metropol AVM,4801.28
I171709,C206154,Male,23,Shoes,1,600.17,Cash,2021-03-27,Metropol AVM,600.17
I281783,C624452,Male,38,Cosmetics,4,162.64,Cash,2022-01-31,Metropol AVM,650.56
I321033,C305624,Female,53,Food & Beverage,4,20.92,Cash,2021-10-11,Metropol AVM,83.68
I530551,C269269,Female,35,Clothing,5,1500.4,Cash,2021-08-27,Metropol AVM,7502.0
I283186,C339190,Female,57,Souvenir,3,35.19,Credit Card,2021-02-04,Metropol AVM,105.57
I253340,C552796,Female,33,Shoes,4,2400.68,Cash,2021-09-11,Metropol AVM,9602.72
I469539,C227587,Male,25,Toys,5,179.2,Cash,2023-02-25,Metropol AVM,896.0
I109468,C161538,Male,22,Clothing,5,1500.4,Cash,2021-10-06,Metropol AVM,7502.0
I160859,C220545,Female,49,Clothing,1,300.08,Debit Card,2022-06-30,Metropol AVM,300.08
I601096,C295818,Male,33,Food & Beverage,2,10.46,Cash,2021-07-15,Metropol AVM,20.92
I956968,C146717,Female,24,Food & Beverage,3,15.69,Credit Card,2022-05-11,Metropol AVM,47.07
I220206,C158559,Female,58,Food & Beverage,1,5.23,Cash,2022-01-08,Metropol AVM,5.23
I308529,C573942,Female,51,Clothing,2,600.16,Credit Card,2022-02-04,Metropol AVM,1200.32
I110591,C244697,Male,67,Clothing,4,1200.32,Cash,2021-06-02,Metropol AVM,4801.28
I245460,C255766,Male,31,Food & Beverage,3,15.69,Credit Card,2023-02-01,Metropol AVM,47.07
I725206,C333975,Male,43,Books,4,60.6,Cash,2022-09-07,Metropol AVM,242.4
I675742,C667677,Male,24,Shoes,5,3000.85,Credit Card,2021-09-01,Metropol AVM,15004.25
I220144,C305661,Female,63,Food & Beverage,1,5.23,Credit Card,2021-09-23,Metropol AVM,5.23
I294115,C215304,Male,56,Clothing,4,1200.32,Debit Card,2022-01-12,Metropol AVM,4801.28
I129319,C173836,Female,20,Clothing,2,600.16,Cash,2022-05-05,Metropol AVM,1200.32
I239807,C228311,Female,37,Clothing,5,1500.4,Credit Card,2022-04-13,Metropol AVM,7502.0
I103273,C116129,Male,38,Food & Beverage,4,20.92,Debit Card,2022-11-13,Metropol AVM,83.68
I122874,C233012,Male,19,Shoes,2,1200.34,Cash,2021-02-21,Metropol AVM,2400.68
I123341,C279473,Female,46,Clothing,3,900.24,Cash,2022-09-05,Metropol AVM,2700.7200000000003
I121303,C819860,Female,33,Clothing,4,1200.32,Cash,2021-11-08,Metropol AVM,4801.28
I180133,C740770,Male,31,Shoes,5,3000.85,Debit Card,2022-01-11,Metropol AVM,15004.25
I161273,C285598,Female,42,Food & Beverage,1,5.23,Cash,2021-11-22,Metropol AVM,5.23
I283136,C104927,Female,30,Clothing,1,300.08,Credit Card,2021-01-16,Metropol AVM,300.08
I199226,C155218,Male,32,Toys,1,35.84,Credit Card,2021-04-08,Metropol AVM,35.84
I218918,C492260,Female,32,Technology,3,3150.0,Cash,2022-09-18,Metropol AVM,9450.0
I799867,C983533,Male,40,Clothing,2,600.16,Cash,2021-05-07,Metropol AVM,1200.32
I167680,C370861,Female,58,Souvenir,5,58.65,Cash,2022-03-10,Metropol AVM,293.25
I752775,C237859,Female,54,Cosmetics,5,203.3,Credit Card,2021-10-17,Metropol AVM,1016.5
I228810,C482088,Female,56,Souvenir,5,58.65,Cash,2021-12-10,Metropol AVM,293.25
I309100,C140356,Male,55,Clothing,3,900.24,Debit Card,2021-08-22,Metropol AVM,2700.7200000000003
I210525,C294803,Male,66,Clothing,5,1500.4,Cash,2022-07-26,Metropol AVM,7502.0
I247995,C600428,Female,39,Souvenir,1,11.73,Debit Card,2021-04-20,Metropol AVM,11.73
I228914,C370224,Female,23,Books,2,30.3,Credit Card,2023-03-02,Metropol AVM,60.6
I508134,C448518,Female,37,Clothing,5,1500.4,Cash,2021-07-22,Metropol AVM,7502.0
I262490,C270447,Female,26,Shoes,5,3000.85,Cash,2021-03-15,Metropol AVM,15004.25
I328991,C163329,Male,40,Clothing,2,600.16,Cash,2023-02-23,Metropol AVM,1200.32
I143730,C745863,Male,60,Shoes,4,2400.68,Credit Card,2021-09-05,Metropol AVM,9602.72
I136674,C819570,Female,47,Cosmetics,2,81.32,Credit Card,2022-02-10,Metropol AVM,162.64
I340067,C123171,Male,19,Toys,4,143.36,Cash,2022-01-12,Metropol AVM,573.44
I289843,C829834,Male,43,Clothing,2,600.16,Credit Card,2021-08-06,Metropol AVM,1200.32
I123959,C947650,Male,69,Clothing,3,900.24,Credit Card,2021-04-13,Metropol AVM,2700.7200000000003
I171800,C327726,Female,31,Cosmetics,1,40.66,Cash,2022-11-05,Metropol AVM,40.66
I317817,C668789,Female,20,Clothing,1,300.08,Credit Card,2022-08-19,Metropol AVM,300.08
I187903,C298986,Male,43,Toys,3,107.52,Cash,2021-07-25,Metropol AVM,322.56
I334818,C133920,Female,69,Shoes,2,1200.34,Cash,2021-03-03,Metropol AVM,2400.68
I119938,C690330,Male,28,Clothing,2,600.16,Debit Card,2023-01-03,Metropol AVM,1200.32
I158015,C126077,Female,39,Clothing,3,900.24,Debit Card,2021-11-13,Metropol AVM,2700.7200000000003
I243817,C303316,Female,55,Clothing,1,300.08,Credit Card,2021-05-01,Metropol AVM,300.08
I308620,C134637,Male,27,Souvenir,4,46.92,Debit Card,2022-11-14,Metropol AVM,187.68
I892579,C311725,Male,35,Toys,3,107.52,Cash,2023-02-05,Metropol AVM,322.56
I602664,C623678,Female,64,Clothing,2,600.16,Cash,2021-06-11,Metropol AVM,1200.32
I243013,C282284,Female,44,Cosmetics,1,40.66,Cash,2022-06-08,Metropol AVM,40.66
I567152,C182586,Female,68,Shoes,5,3000.85,Credit Card,2022-08-12,Metropol AVM,15004.25
I253267,C682339,Female,46,Clothing,5,1500.4,Credit Card,2022-08-29,Metropol AVM,7502.0
I545751,C213298,Male,56,Cosmetics,4,162.64,Cash,2022-12-27,Metropol AVM,650.56
I195604,C762506,Male,22,Toys,5,179.2,Cash,2022-10-06,Metropol AVM,896.0
I516440,C161735,Male,42,Clothing,5,1500.4,Credit Card,2021-01-28,Metropol AVM,7502.0
I302418,C210509,Female,36,Technology,2,2100.0,Cash,2022-09-27,Metropol AVM,4200.0
I321883,C255567,Male,30,Shoes,1,600.17,Debit Card,2022-12-12,Metropol AVM,600.17
I323061,C244179,Female,49,Cosmetics,1,40.66,Cash,2022-04-24,Metropol AVM,40.66
I169447,C194962,Female,21,Clothing,5,1500.4,Credit Card,2022-07-16,Metropol AVM,7502.0
I130426,C128145,Female,67,Food & Beverage,5,26.15,Cash,2022-12-29,Metropol AVM,130.75
I878045,C679792,Male,62,Books,1,15.15,Credit Card,2021-12-05,Metropol AVM,15.15
I337912,C257794,Female,19,Clothing,4,1200.32,Credit Card,2022-03-05,Metropol AVM,4801.28
I277614,C314449,Female,23,Toys,2,71.68,Cash,2022-06-09,Metropol AVM,143.36
I321478,C331368,Female,21,Clothing,2,600.16,Credit Card,2022-09-26,Metropol AVM,1200.32
I309412,C514574,Female,66,Food & Beverage,4,20.92,Cash,2021-09-05,Metropol AVM,83.68
I264670,C415771,Male,31,Clothing,5,1500.4,Debit Card,2021-05-12,Metropol AVM,7502.0
I130843,C179629,Female,50,Souvenir,2,23.46,Credit Card,2021-02-20,Metropol AVM,46.92
I260627,C229644,Female,22,Cosmetics,5,203.3,Cash,2023-01-02,Metropol AVM,1016.5
I838360,C139535,Female,22,Clothing,5,1500.4,Cash,2022-02-11,Metropol AVM,7502.0
I281348,C196885,Female,62,Toys,4,143.36,Credit Card,2023-02-19,Metropol AVM,573.44
I608288,C240553,Male,27,Clothing,4,1200.32,Cash,2021-12-29,Metropol AVM,4801.28
I473003,C880074,Female,61,Food & Beverage,1,5.23,Cash,2023-01-31,Metropol AVM,5.23
I461754,C106878,Female,52,Cosmetics,5,203.3,Cash,2021-11-15,Metropol AVM,1016.5
I239927,C549477,Female,45,Toys,2,71.68,Debit Card,2022-09-06,Metropol AVM,143.36
I195177,C106798,Female,26,Clothing,5,1500.4,Cash,2022-01-31,Metropol AVM,7502.0
I585713,C347589,Male,39,Food & Beverage,5,26.15,Credit Card,2022-05-18,Metropol AVM,130.75
I258413,C366307,Female,25,Cosmetics,5,203.3,Debit Card,2021-04-26,Metropol AVM,1016.5
I116622,C257315,Male,37,Clothing,5,1500.4,Cash,2022-07-05,Metropol AVM,7502.0
I144369,C226300,Female,57,Souvenir,1,11.73,Debit Card,2021-11-27,Metropol AVM,11.73
I307276,C421917,Male,49,Cosmetics,1,40.66,Cash,2022-10-03,Metropol AVM,40.66
I221043,C322252,Female,69,Toys,4,143.36,Debit Card,2022-01-31,Metropol AVM,573.44
I240801,C561733,Female,23,Souvenir,5,58.65,Cash,2023-02-17,Metropol AVM,293.25
I431187,C124614,Male,27,Shoes,3,1800.51,Credit Card,2022-09-10,Metropol AVM,5401.53
I872678,C246013,Male,29,Clothing,3,900.24,Cash,2022-12-05,Metropol AVM,2700.7200000000003
I197227,C279368,Female,36,Clothing,5,1500.4,Cash,2022-08-11,Metropol AVM,7502.0
I523803,C256415,Male,24,Books,2,30.3,Credit Card,2021-01-07,Metropol AVM,60.6
I295540,C307035,Female,67,Cosmetics,3,121.98,Credit Card,2022-03-17,Metropol AVM,365.94
I335068,C337195,Male,44,Cosmetics,1,40.66,Credit Card,2022-11-12,Metropol AVM,40.66
I113092,C760682,Female,21,Clothing,3,900.24,Debit Card,2022-03-16,Metropol AVM,2700.7200000000003
I256672,C307083,Female,42,Clothing,2,600.16,Credit Card,2021-08-01,Metropol AVM,1200.32
I978675,C337907,Female,24,Cosmetics,5,203.3,Debit Card,2022-09-20,Metropol AVM,1016.5
I236689,C230295,Female,43,Cosmetics,3,121.98,Cash,2021-07-02,Metropol AVM,365.94
I282566,C209748,Female,28,Clothing,4,1200.32,Credit Card,2021-04-16,Metropol AVM,4801.28
I274751,C417029,Male,66,Cosmetics,3,121.98,Cash,2021-06-16,Metropol AVM,365.94
I252696,C581939,Male,30,Clothing,2,600.16,Cash,2021-01-14,Metropol AVM,1200.32
I132788,C139687,Female,38,Cosmetics,5,203.3,Credit Card,2022-09-08,Metropol AVM,1016.5
I844566,C123901,Male,57,Clothing,2,600.16,Debit Card,2021-10-28,Metropol AVM,1200.32
I274210,C120572,Male,59,Clothing,4,1200.32,Credit Card,2022-05-23,Metropol AVM,4801.28
I130410,C637567,Male,42,Souvenir,3,35.19,Cash,2021-04-03,Metropol AVM,105.57
I252586,C827081,Female,40,Technology,5,5250.0,Cash,2022-08-16,Metropol AVM,26250.0
I755317,C135900,Female,22,Cosmetics,1,40.66,Debit Card,2022-06-19,Metropol AVM,40.66
I112653,C176679,Female,41,Clothing,1,300.08,Credit Card,2021-06-24,Metropol AVM,300.08
I287244,C143283,Female,49,Cosmetics,1,40.66,Debit Card,2022-08-21,Metropol AVM,40.66
I121977,C250891,Male,26,Food & Beverage,1,5.23,Cash,2022-01-18,Metropol AVM,5.23
I376902,C175465,Male,68,Clothing,1,300.08,Debit Card,2021-03-02,Metropol AVM,300.08
I272004,C241221,Female,66,Food & Beverage,4,20.92,Debit Card,2022-02-04,Metropol AVM,83.68
I166767,C531967,Female,25,Clothing,2,600.16,Cash,2022-02-28,Metropol AVM,1200.32
I280220,C192518,Female,42,Cosmetics,5,203.3,Credit Card,2022-01-01,Metropol AVM,1016.5
I271590,C214486,Male,20,Clothing,5,1500.4,Credit Card,2021-11-11,Metropol AVM,7502.0
I105578,C455526,Female,60,Clothing,4,1200.32,Cash,2022-04-26,Metropol AVM,4801.28
I808431,C152804,Female,30,Souvenir,1,11.73,Credit Card,2023-02-09,Metropol AVM,11.73
I102923,C148421,Male,63,Toys,4,143.36,Debit Card,2022-09-21,Metropol AVM,573.44
I303772,C814978,Male,56,Books,3,45.45,Debit Card,2021-01-23,Metropol AVM,136.35000000000002
I292573,C261741,Female,56,Cosmetics,2,81.32,Cash,2021-08-01,Metropol AVM,162.64
I333541,C821010,Male,57,Souvenir,1,11.73,Cash,2021-01-04,Metropol AVM,11.73
I227804,C181754,Female,67,Clothing,4,1200.32,Debit Card,2021-08-09,Metropol AVM,4801.28
I149468,C166476,Female,18,Clothing,2,600.16,Cash,2021-10-11,Metropol AVM,1200.32
I251542,C249847,Male,67,Clothing,1,300.08,Cash,2022-07-20,Metropol AVM,300.08
I146106,C263414,Female,26,Food & Beverage,1,5.23,Credit Card,2023-02-07,Metropol AVM,5.23
I751023,C182868,Female,69,Food & Beverage,2,10.46,Cash,2022-12-26,Metropol AVM,20.92
I342155,C139878,Male,33,Clothing,1,300.08,Debit Card,2023-02-15,Metropol AVM,300.08
I262037,C306830,Male,67,Clothing,3,900.24,Credit Card,2021-02-13,Metropol AVM,2700.7200000000003
I315420,C671432,Female,56,Clothing,1,300.08,Cash,2022-03-22,Metropol AVM,300.08
I238366,C120092,Male,22,Clothing,1,300.08,Cash,2021-04-27,Metropol AVM,300.08
I274815,C198608,Female,28,Clothing,5,1500.4,Debit Card,2021-11-14,Metropol AVM,7502.0
I127619,C101308,Female,37,Clothing,4,1200.32,Credit Card,2022-09-07,Metropol AVM,4801.28
I219938,C184466,Female,52,Clothing,2,600.16,Cash,2021-03-19,Metropol AVM,1200.32
I196741,C167085,Male,59,Clothing,4,1200.32,Cash,2021-07-29,Metropol AVM,4801.28
I296940,C213684,Male,32,Toys,3,107.52,Credit Card,2022-10-25,Metropol AVM,322.56
I145397,C507188,Female,43,Clothing,3,900.24,Cash,2022-07-30,Metropol AVM,2700.7200000000003
I216023,C213478,Male,60,Clothing,4,1200.32,Credit Card,2022-03-23,Metropol AVM,4801.28
I139719,C203268,Female,29,Clothing,4,1200.32,Cash,2021-06-29,Metropol AVM,4801.28
I782140,C139628,Female,48,Clothing,5,1500.4,Cash,2022-11-07,Metropol AVM,7502.0
I203645,C216223,Female,47,Food & Beverage,1,5.23,Cash,2021-02-04,Metropol AVM,5.23
I196766,C277425,Male,65,Clothing,3,900.24,Credit Card,2021-05-18,Metropol AVM,2700.7200000000003
I876913,C141456,Female,56,Clothing,2,600.16,Cash,2022-03-05,Metropol AVM,1200.32
I153756,C270925,Male,29,Shoes,5,3000.85,Cash,2022-03-20,Metropol AVM,15004.25
I212099,C982056,Male,69,Clothing,1,300.08,Debit Card,2022-04-22,Metropol AVM,300.08
I212747,C408930,Male,63,Clothing,1,300.08,Debit Card,2022-01-24,Metropol AVM,300.08
I332094,C454627,Male,45,Cosmetics,1,40.66,Credit Card,2022-04-23,Metropol AVM,40.66
I252161,C507707,Female,60,Clothing,2,600.16,Debit Card,2022-08-21,Metropol AVM,1200.32
I310500,C328822,Male,67,Clothing,5,1500.4,Debit Card,2022-06-21,Metropol AVM,7502.0
I382569,C943728,Female,42,Clothing,4,1200.32,Credit Card,2022-09-14,Metropol AVM,4801.28
I378901,C115574,Female,65,Souvenir,2,23.46,Debit Card,2022-11-23,Metropol AVM,46.92
I924769,C110798,Male,22,Souvenir,3,35.19,Cash,2021-05-31,Metropol AVM,105.57
I296792,C214860,Female,59,Clothing,5,1500.4,Credit Card,2022-03-10,Metropol AVM,7502.0
I313490,C159446,Male,67,Clothing,3,900.24,Cash,2023-02-18,Metropol AVM,2700.7200000000003
I182696,C468407,Male,24,Clothing,5,1500.4,Cash,2021-12-18,Metropol AVM,7502.0
